name,appearance,atomic_mass,boil,category,density,discovered_by,melt,molar_heat,named_by,number,period,group,phase,source,bohr_model_image,bohr_model_3d,spectral_img,summary,symbol,xpos,ypos,wxpos,wypos,shells,electron_configuration,electron_configuration_semantic,electron_affinity,electronegativity_pauling,ionization_energies,cpk-hex,block,image.title,image.url,image.attribution
Hafnium,steel gray,178.492,4876.0,transition metal,13.31,Dirk Coster,2506.0,25.73,,72,6,4,Solid,https://en.wikipedia.org/wiki/Hafnium,https://storage.googleapis.com/search-ar-edu/periodic-table/element_072_hafnium/element_072_hafnium_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_072_hafnium/element_072_hafnium.glb,https://en.wikipedia.org/wiki/File:Hafnium_spectrum_visible.png,"Hafnium is a chemical element with symbol Hf and atomic number 72. A lustrous, silvery gray, tetravalent transition metal, hafnium chemically resembles zirconium and is found in zirconium minerals. Its existence was predicted by Dmitri Mendeleev in 1869, though it was not identified until 1923, making it the penultimate stable element to be discovered (rhenium was identified two years later).",Hf,4,6,18,6,"[2, 8, 18, 32, 10, 2]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d2,[Xe] 4f14 5d2 6s2,17.18,1.3,"[658.5, 1440, 2250, 3216]",4dc2ff,d,"Electrolytic Hafnium, 22 grams. Original size in cm: 1 x 2 x 3",https://upload.wikimedia.org/wikipedia/commons/1/17/Hafnium_%2872_Hf%29.jpg,"Hi-Res Images ofChemical Elements, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0>, via Wikimedia Commons, source: https://images-of-elements.com/hafnium.php"
Tantalum,gray blue,180.947882,5731.0,transition metal,16.69,Anders Gustaf Ekeberg,3290.0,25.36,,73,6,5,Solid,https://en.wikipedia.org/wiki/Tantalum,https://storage.googleapis.com/search-ar-edu/periodic-table/element_073_tantalum/element_073_tantalum_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_073_tantalum/element_073_tantalum.glb,https://en.wikipedia.org/wiki/File:Tantalum_spectrum_visible.png,"Tantalum is a chemical element with symbol Ta and atomic number 73. Previously known as tantalium, its name comes from Tantalus, an antihero from Greek mythology. Tantalum is a rare, hard, blue-gray, lustrous transition metal that is highly corrosion-resistant.",Ta,5,6,19,6,"[2, 8, 18, 32, 11, 2]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d3,[Xe] 4f14 5d3 6s2,31.0,1.5,"[761, 1500]",4da6ff,d,"Piece of tantalum, 1 cm in size",https://upload.wikimedia.org/wikipedia/commons/6/61/Tantalum.jpg,"Jurii, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0>, via Wikimedia Commons, source: https://images-of-elements.com/tantalum.php"
Tungsten,"grayish white, lustrous",183.841,6203.0,transition metal,19.25,Carl Wilhelm Scheele,3695.0,24.27,,74,6,6,Solid,https://en.wikipedia.org/wiki/Tungsten,https://storage.googleapis.com/search-ar-edu/periodic-table/element_074_tungsten/element_074_tungsten_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_074_tungsten/element_074_tungsten.glb,,"Tungsten, also known as wolfram, is a chemical element with symbol W and atomic number 74. The word tungsten comes from the Swedish language tung sten, which directly translates to heavy stone. Its name in Swedish is volfram, however, in order to distinguish it from scheelite, which in Swedish is alternatively named tungsten.",W,6,6,20,6,"[2, 8, 18, 32, 12, 2]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d4,[Xe] 4f14 5d4 6s2,78.76,2.36,"[770, 1700]",2194d6,d,"Tungsten rod with oxidised surface, 80 grams. Original size in cm: 1.3 x 3",https://upload.wikimedia.org/wikipedia/commons/c/c8/Tungsten_rod_with_oxidised_surface.jpg,"Jurii, CC BY 1.0 <https://creativecommons.org/licenses/by/1.0>, via Wikimedia Commons, source: https://images-of-elements.com/tungsten.php"
Rhenium,silvery-grayish,186.2071,5869.0,transition metal,21.02,Masataka Ogawa,3459.0,25.48,Walter Noddack,75,6,7,Solid,https://en.wikipedia.org/wiki/Rhenium,https://storage.googleapis.com/search-ar-edu/periodic-table/element_075_rhenium/element_075_rhenium_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_075_rhenium/element_075_rhenium.glb,,"Rhenium is a chemical element with symbol Re and atomic number 75. It is a silvery-white, heavy, third-row transition metal in group 7 of the periodic table. With an estimated average concentration of 1 part per billion (ppb), rhenium is one of the rarest elements in the Earth's crust.",Re,7,6,21,6,"[2, 8, 18, 32, 13, 2]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d5,[Xe] 4f14 5d5 6s2,5.8273,1.9,"[760, 1260, 2510, 3640]",267dab,d,"Pure Rhenium Bead, arc melted, 21 grams. Original size in cm: 1.5 x 1.7. Measured radiation dose <0.05 μS/h.",https://upload.wikimedia.org/wikipedia/commons/d/d9/Pure_rhenium_bead%2C_arc_melted%2C_21_grams._Original_size_in_cm_-_1.5_x_1.7.jpg,"Hi-Res Images ofChemical Elements, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0>, via Wikimedia Commons, source: https://images-of-elements.com/rhenium.php"
Osmium,"silvery, blue cast",190.233,5285.0,transition metal,22.59,Smithson Tennant,3306.0,24.7,,76,6,8,Solid,https://en.wikipedia.org/wiki/Osmium,https://storage.googleapis.com/search-ar-edu/periodic-table/element_076_osmium/element_076_osmium_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_076_osmium/element_076_osmium.glb,,"Osmium (from Greek osme (ὀσμή) meaning ""smell"") is a chemical element with symbol Os and atomic number 76. It is a hard, brittle, bluish-white transition metal in the platinum group that is found as a trace element in alloys, mostly in platinum ores. Osmium is the densest naturally occurring element, with a density of 22.59 g/cm3.",Os,8,6,22,6,"[2, 8, 18, 32, 14, 2]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d6,[Xe] 4f14 5d6 6s2,103.99,2.2,"[840, 1600]",266696,d,Pure Osmium Bead,https://upload.wikimedia.org/wikipedia/commons/3/3c/Osmium-bead.jpg,"Jurii, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0>, via Wikimedia Commons, source: https://images-of-elements.com/osmium.php"
Iridium,silvery white,192.2173,4403.0,transition metal,22.56,Smithson Tennant,2719.0,25.1,,77,6,9,Solid,https://en.wikipedia.org/wiki/Iridium,https://storage.googleapis.com/search-ar-edu/periodic-table/element_077_iridium/element_077_iridium_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_077_iridium/element_077_iridium.glb,,"Iridium is a chemical element with symbol Ir and atomic number 77. A very hard, brittle, silvery-white transition metal of the platinum group, iridium is generally credited with being the second densest element (after osmium) based on measured density, although calculations involving the space lattices of the elements show that iridium is denser. It is also the most corrosion-resistant metal, even at temperatures as high as 2000 °C. Although only certain molten salts and halogens are corrosive to solid iridium, finely divided iridium dust is much more reactive and can be flammable.",Ir,9,6,23,6,"[2, 8, 18, 32, 15, 2]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d7,[Xe] 4f14 5d7 6s2,150.94,2.2,"[880, 1600]",175487,d,"Pieces of Pure Iridium, 1 gram. Original size: 0.1 - 0.3 cm each",https://upload.wikimedia.org/wikipedia/commons/a/a8/Iridium-2.jpg,"Unknown authorUnknown author, CC BY 1.0 <https://creativecommons.org/licenses/by/1.0>, via Wikimedia Commons, source: https://images-of-elements.com/iridium.php"
Platinum,silvery white,195.0849,4098.0,transition metal,21.45,Antonio de Ulloa,2041.4,25.86,,78,6,10,Solid,https://en.wikipedia.org/wiki/Platinum,https://storage.googleapis.com/search-ar-edu/periodic-table/element_078_platinum/element_078_platinum_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_078_platinum/element_078_platinum.glb,,"Platinum is a chemical element with symbol Pt and atomic number 78. It is a dense, malleable, ductile, highly unreactive, precious, gray-white transition metal. Its name is derived from the Spanish term platina, which is literally translated into ""little silver"".",Pt,10,6,24,6,"[2, 8, 18, 32, 17, 1]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s1 4f14 5d9,[Xe] 4f14 5d9 6s1,205.041,2.28,"[870, 1791]",d0d0e0,d,Crystals of Pure Platinum grown by gas phase transport,https://upload.wikimedia.org/wikipedia/commons/6/68/Platinum_crystals.jpg,"Periodictableru, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0>, via Wikimedia Commons"
Gold,metallic yellow,196.9665695,3243.0,transition metal,19.3,Middle East,1337.33,25.418,,79,6,11,Solid,https://en.wikipedia.org/wiki/Gold,https://storage.googleapis.com/search-ar-edu/periodic-table/element_079_gold/element_079_gold_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_079_gold/element_079_gold.glb,,"Gold is a chemical element with symbol Au (from Latin:aurum) and atomic number 79. In its purest form, it is a bright, slightly reddish yellow, dense, soft, malleable and ductile metal. Chemically, gold is a transition metal and a group 11 element.",Au,11,6,25,6,"[2, 8, 18, 32, 18, 1]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s1 4f14 5d10,[Xe] 4f14 5d10 6s1,222.747,2.54,"[890.1, 1980]",ffd123,d,Ultrapure Gold Leaf,https://upload.wikimedia.org/wikipedia/commons/8/8a/Gold_%2879_Au%29.jpg,"Hi-Res Images ofChemical Elements, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0>, via Wikimedia Commons, source: https://images-of-elements.com/gold.php"
Mercury,silvery,200.5923,629.88,transition metal,13.534,"unknown, before 2000 BCE",234.321,27.983,,80,6,12,Liquid,https://en.wikipedia.org/wiki/Mercury (Element),https://storage.googleapis.com/search-ar-edu/periodic-table/element_080_mercury/element_080_mercury_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_080_mercury/element_080_mercury.glb,,"Mercury is a chemical element with symbol Hg and atomic number 80. It is commonly known as quicksilver and was formerly named hydrargyrum (/haɪˈdrɑːrdʒərəm/). A heavy, silvery d-block element, mercury is the only metallic element that is liquid at standard conditions for temperature and pressure; the only other element that is liquid under these conditions is bromine, though metals such as caesium, gallium, and rubidium melt just above room temperature.",Hg,12,6,26,6,"[2, 8, 18, 32, 18, 2]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d10,[Xe] 4f14 5d10 6s2,-48.0,2.0,"[1007.1, 1810, 3300]",b8b8d0,d,6 grams pure mercury. Diameter of the inner disc: 2 cm,https://upload.wikimedia.org/wikipedia/commons/b/be/Hydrargyrum_%2880_Hg%29.jpg,"Hi-Res Images of Chemical Elements, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0>, via Wikimedia Commons, source: https://images-of-elements.com/mercury.php"
Thallium,silvery white,204.38,1746.0,post-transition metal,11.85,William Crookes,577.0,26.32,,81,6,13,Solid,https://en.wikipedia.org/wiki/Thallium,https://storage.googleapis.com/search-ar-edu/periodic-table/element_081_thallium/element_081_thallium_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_081_thallium/element_081_thallium.glb,,"Thallium is a chemical element with symbol Tl and atomic number 81. This soft gray post-transition metal is not found free in nature. When isolated, it resembles tin, but discolors when exposed to air.",Tl,13,6,27,6,"[2, 8, 18, 32, 18, 3]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d10 6p1,[Xe] 4f14 5d10 6s2 6p1,36.4,1.62,"[589.4, 1971, 2878]",a6544d,p,8 grams pure thallium under argon. Original size in cm: 0.7 x 1.5,https://upload.wikimedia.org/wikipedia/commons/5/55/Thallium_%2881_Tl%29.jpg,"Hi-Res Images ofChemical Elements, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0>, via Wikimedia Commons, source: https://images-of-elements.com/thallium.php"
Lead,metallic gray,207.21,2022.0,post-transition metal,11.34,Middle East,600.61,26.65,,82,6,14,Solid,https://en.wikipedia.org/wiki/Lead_(element),https://storage.googleapis.com/search-ar-edu/periodic-table/element_082_lead/element_082_lead_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_082_lead/element_082_lead.glb,,"Lead (/lɛd/) is a chemical element in the carbon group with symbol Pb (from Latin:plumbum) and atomic number 82. Lead is a soft, malleable and heavy post-transition metal. Metallic lead has a bluish-white color after being freshly cut, but it soon tarnishes to a dull grayish color when exposed to air.",Pb,14,6,28,6,"[2, 8, 18, 32, 18, 4]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d10 6p2,[Xe] 4f14 5d10 6s2 6p2,34.4204,1.87,"[715.6, 1450.5, 3081.5, 4083, 6640]",575961,p,Ultrapure Lead Bead from two sides. Original size in cm: 1.5 x 2,https://upload.wikimedia.org/wikipedia/commons/6/63/Lead-2.jpg,"Chemical Elements, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0>, via Wikimedia Commons, source: https://images-of-elements.com/lead.php"
Bismuth,lustrous silver,208.980401,1837.0,post-transition metal,9.78,Claude François Geoffroy,544.7,25.52,,83,6,15,Solid,https://en.wikipedia.org/wiki/Bismuth,https://storage.googleapis.com/search-ar-edu/periodic-table/element_083_bismuth/element_083_bismuth_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_083_bismuth/element_083_bismuth.glb,,"Bismuth is a chemical element with symbol Bi and atomic number 83. Bismuth, a pentavalent post-transition metal, chemically resembles arsenic and antimony. Elemental bismuth may occur naturally, although its sulfide and oxide form important commercial ores.",Bi,15,6,29,6,"[2, 8, 18, 32, 18, 5]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d10 6p3,[Xe] 4f14 5d10 6s2 6p3,90.924,2.02,"[703, 1610, 2466, 4370, 5400, 8520]",9e4fb5,p,Bismuth Crystal,https://upload.wikimedia.org/wikipedia/commons/a/a5/Bismuth-2.jpg,"Jurii, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0>, via Wikimedia Commons, source: https://images-of-elements.com/bismuth.php"
Polonium,silvery,209.0,1235.0,post-transition metal,9.196,Pierre Curie,527.0,26.4,,84,6,16,Solid,https://en.wikipedia.org/wiki/Polonium,https://storage.googleapis.com/search-ar-edu/periodic-table/element_084_polonium/element_084_polonium_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_084_polonium/element_084_polonium.glb,,"Polonium is a chemical element with symbol Po and atomic number 84, discovered in 1898 by Marie Curie and Pierre Curie. A rare and highly radioactive element with no stable isotopes, polonium is chemically similar to bismuth and tellurium, and it occurs in uranium ores. Applications of polonium are few.",Po,16,6,30,6,"[2, 8, 18, 32, 18, 6]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d10 6p4,[Xe] 4f14 5d10 6s2 6p4,136.0,2.0,[812.1],ab5c00,p,"This is only an illustration, not polonium itself. A silvery, radioactive metal, producing so much heat that it gets liquid and ionizes the surrounding air",https://images-of-elements.com/polonium.jpg,"Chemical ELements A Virtual Museum, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0> source: https://images-of-elements.com/polonium.php"
Astatine,"unknown, probably metallic",210.0,610.0,metalloid,6.35,Dale R. Corson,575.0,,,85,6,17,Solid,https://en.wikipedia.org/wiki/Astatine,https://storage.googleapis.com/search-ar-edu/periodic-table/element_085_astatine/element_085_astatine_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_085_astatine/element_085_astatine.glb,,"Astatine is a very rare radioactive chemical element with the chemical symbol At and atomic number 85. It occurs on Earth as the decay product of various heavier elements. All its isotopes are short-lived; the most stable is astatine-210, with a half-life of 8.1 hours.",At,17,6,31,6,"[2, 8, 18, 32, 18, 7]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d10 6p5,[Xe] 4f14 5d10 6s2 6p5,233.0,2.2,[899.003],754f45,p,"This is only an illustration, not astatine itself. Crystals similar to iodine, but darker in color than these, which due to the extreme radioactivity glow blue and evaporate to dark purple gas",https://images-of-elements.com/astatine.jpg,"Chemical ELements A Virtual Museum, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0> source: https://images-of-elements.com/astatine.php"
Radon,"colorless gas, occasionally glows green or red in discharge tubes",222.0,211.5,noble gas,9.73,Friedrich Ernst Dorn,202.0,,,86,6,18,Gas,https://en.wikipedia.org/wiki/Radon,https://storage.googleapis.com/search-ar-edu/periodic-table/element_086_radon/element_086_radon_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_086_radon/element_086_radon.glb,https://en.wikipedia.org/wiki/File:Radon_spectrum.png,"Radon is a chemical element with symbol Rn and atomic number 86. It is a radioactive, colorless, odorless, tasteless noble gas, occurring naturally as a decay product of radium. Its most stable isotope, 222Rn, has a half-life of 3.8 days.",Rn,18,6,32,6,"[2, 8, 18, 32, 18, 8]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d10 6p6,[Xe] 4f14 5d10 6s2 6p6,-68.0,2.2,[1037],428296,p,"This is only an illustration, not radon itself. Radon is said to glow red in discharge tubes, although it practically is never used for this, due to its strong radioactivity.",https://images-of-elements.com/radon.jpg,"Chemical ELements A Virtual Museum, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0> source: https://images-of-elements.com/radon.php"
Francium,,223.0,950.0,alkali metal,1.87,Marguerite Perey,300.0,,,87,7,1,Solid,https://en.wikipedia.org/wiki/Francium,https://storage.googleapis.com/search-ar-edu/periodic-table/element_087_francium/element_087_francium_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_087_francium/element_087_francium.glb,,"Francium is a chemical element with symbol Fr and atomic number 87. It used to be known as eka-caesium and actinium K. It is the second-least electronegative element, behind only caesium. Francium is a highly radioactive metal that decays into astatine, radium, and radon.",Fr,1,7,1,7,"[2, 8, 18, 32, 18, 8, 1]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d10 6p6 7s1,[Rn] 7s1,46.89,0.79,[380],420066,s,"This is only an illustration, not francium itself.",https://images-of-elements.com/francium.jpg,"Chemical ELements A Virtual Museum, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0> source: https://images-of-elements.com/francium.jpg"
Radium,silvery white metallic,226.0,2010.0,alkaline earth metal,5.5,Pierre Curie,1233.0,,,88,7,2,Solid,https://en.wikipedia.org/wiki/Radium,https://storage.googleapis.com/search-ar-edu/periodic-table/element_088_radium/element_088_radium_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_088_radium/element_088_radium.glb,,"Radium is a chemical element with symbol Ra and atomic number 88. It is the sixth element in group 2 of the periodic table, also known as the alkaline earth metals. Pure radium is almost colorless, but it readily combines with nitrogen (rather than oxygen) on exposure to air, forming a black surface layer of radium nitride (Ra3N2).",Ra,2,7,2,7,"[2, 8, 18, 32, 18, 8, 2]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d10 6p6 7s2,[Rn] 7s2,9.6485,0.9,"[509.3, 979]",007d00,s,Radium electroplated on a very small sample of copper foil and covered with polyurethane to prevent reaction with the air,https://upload.wikimedia.org/wikipedia/commons/b/bb/Radium226.jpg,"grenadier, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0>, via Wikimedia Commons"
Actinium,,227.0,3500.0,actinide,10.0,Friedrich Oskar Giesel,1500.0,27.2,,89,7,3,Solid,https://en.wikipedia.org/wiki/Actinium,https://storage.googleapis.com/search-ar-edu/periodic-table/element_089_actinium/element_089_actinium_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_089_actinium/element_089_actinium.glb,,"Actinium is a radioactive chemical element with symbol Ac (not to be confused with the abbreviation for an acetyl group) and atomic number 89, which was discovered in 1899. It was the first non-primordial radioactive element to be isolated. Polonium, radium and radon were observed before actinium, but they were not isolated until 1902.",Ac,3,10,3,7,"[2, 8, 18, 32, 18, 9, 2]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d10 6p6 7s2 6d1,[Rn] 6d1 7s2,33.77,1.1,"[499, 1170]",70abfa,f,Actinium-225 medical radioisotope held in a v-vial at ORNL. The blue glow comes from the ionization of surrounding air by alpha particles,https://upload.wikimedia.org/wikipedia/commons/2/27/Actinium_sample_%2831481701837%29.png,"Oak Ridge National Laboratory, CC BY 2.0 <https://creativecommons.org/licenses/by/2.0>, via Wikimedia Commons, source: https://www.flickr.com/photos/oakridgelab/31481701837/"
Thorium,"silvery, often with black tarnish",232.03774,5061.0,actinide,11.724,Jöns Jakob Berzelius,2023.0,26.23,,90,7,3,Solid,https://en.wikipedia.org/wiki/Thorium,https://storage.googleapis.com/search-ar-edu/periodic-table/element_090_thorium/element_090_thorium_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_090_thorium/element_090_thorium.glb,,"Thorium is a chemical element with symbol Th and atomic number 90. A radioactive actinide metal, thorium is one of only two significantly radioactive elements that still occur naturally in large quantities as a primordial element (the other being uranium). It was discovered in 1828 by the Norwegian Reverend and amateur mineralogist Morten Thrane Esmark and identified by the Swedish chemist Jöns Jakob Berzelius, who named it after Thor, the Norse god of thunder.",Th,4,10,4,7,"[2, 8, 18, 32, 18, 10, 2]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d10 6p6 7s2 6d2,[Rn] 6d2 7s2,112.72,1.3,"[587, 1110, 1930, 2780]",00baff,f,"Thorium Metal in Ampoule, corroded",https://upload.wikimedia.org/wikipedia/commons/f/f7/Thorium-1.jpg,"W. Oelen, CC BY-SA 3.0 <https://creativecommons.org/licenses/by-sa/3.0>, via Wikimedia Commons"
Protactinium,"bright, silvery metallic luster",231.035882,4300.0,actinide,15.37,William Crookes,1841.0,,Otto Hahn,91,7,3,Solid,https://en.wikipedia.org/wiki/Protactinium,https://storage.googleapis.com/search-ar-edu/periodic-table/element_091_protactinium/element_091_protactinium_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_091_protactinium/element_091_protactinium.glb,,"Protactinium is a chemical element with symbol Pa and atomic number 91. It is a dense, silvery-gray metal which readily reacts with oxygen, water vapor and inorganic acids. It forms various chemical compounds where protactinium is usually present in the oxidation state +5, but can also assume +4 and even +2 or +3 states.",Pa,5,10,5,7,"[2, 8, 18, 32, 20, 9, 2]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d10 6p6 7s2 5f2 6d1,[Rn] 5f2 6d1 7s2,53.03,1.5,[568],00a1ff,f,This sample of Protactinium-233 (dark circular area in the photo) was photographed in the light from its own radioactive emission (the lighter area) at the National Reactor Testing Station in Idaho.,https://upload.wikimedia.org/wikipedia/commons/a/af/Protactinium-233.jpg,"ENERGY.GOV, Public domain, via Wikimedia Commons"
Uranium,,238.028913,4404.0,actinide,19.1,Martin Heinrich Klaproth,1405.3,27.665,,92,7,3,Solid,https://en.wikipedia.org/wiki/Uranium,https://storage.googleapis.com/search-ar-edu/periodic-table/element_092_uranium/element_092_uranium_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_092_uranium/element_092_uranium.glb,,"Uranium is a chemical element with symbol U and atomic number 92. It is a silvery-white metal in the actinide series of the periodic table. A uranium atom has 92 protons and 92 electrons, of which 6 are valence electrons.",U,6,10,6,7,"[2, 8, 18, 32, 21, 9, 2]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d10 6p6 7s2 5f3 6d1,[Rn] 5f3 6d1 7s2,50.94,1.38,"[597.6, 1420]",008fff,f,A biscuit of uranium metal after reduction via the Ames Process. c.1943.,https://upload.wikimedia.org/wikipedia/commons/b/b2/Ames_Process_uranium_biscuit.jpg,"Unknown authorUnknown author, Public domain, via Wikimedia Commons"
Neptunium,silvery metallic,237.0,4447.0,actinide,20.45,Edwin McMillan,912.0,29.46,,93,7,3,Solid,https://en.wikipedia.org/wiki/Neptunium,https://storage.googleapis.com/search-ar-edu/periodic-table/element_093_neptunium/element_093_neptunium_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_093_neptunium/element_093_neptunium.glb,,"Neptunium is a chemical element with symbol Np and atomic number 93. A radioactive actinide metal, neptunium is the first transuranic element. Its position in the periodic table just after uranium, named after the planet Uranus, led to it being named after Neptune, the next planet beyond Uranus.",Np,7,10,7,7,"[2, 8, 18, 32, 22, 9, 2]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d10 6p6 7s2 5f4 6d1,[Rn] 5f4 6d1 7s2,45.85,1.36,[604.5],0080ff,f,Neptunium 237 sphere (6 kg),https://upload.wikimedia.org/wikipedia/commons/e/e5/Neptunium2.jpg,"Los Alamos National Laboratory,, Public domain, via Wikimedia Commons"
Plutonium,"silvery white, tarnishing to dark gray in air",244.0,3505.0,actinide,19.816,Glenn T. Seaborg,912.5,35.5,,94,7,3,Solid,https://en.wikipedia.org/wiki/Plutonium,https://storage.googleapis.com/search-ar-edu/periodic-table/element_094_plutonium/element_094_plutonium_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_094_plutonium/element_094_plutonium.glb,,"Plutonium is a transuranic radioactive chemical element with symbol Pu and atomic number 94. It is an actinide metal of silvery-gray appearance that tarnishes when exposed to air, and forms a dull coating when oxidized. The element normally exhibits six allotropes and four oxidation states.",Pu,8,10,8,7,"[2, 8, 18, 32, 24, 8, 2]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d10 6p6 7s2 5f6,[Rn] 5f6 7s2,-48.33,1.28,[584.7],006bff,f,Plutonium Ring,https://upload.wikimedia.org/wikipedia/commons/0/0f/Plutonium_ring.jpg,"Los Alamos National Laboratory, Attribution, via Wikimedia Commons"
Americium,silvery white,243.0,2880.0,actinide,12.0,Glenn T. Seaborg,1449.0,62.7,,95,7,3,Solid,https://en.wikipedia.org/wiki/Americium,https://storage.googleapis.com/search-ar-edu/periodic-table/element_095_americium/element_095_americium_srp_th.png,https://storage.googleapis.com/search-ar-edu/periodic-table/element_095_americium/element_095_americium.glb,https://en.wikipedia.org/wiki/File:Americium_spectrum_visible.png,"Americium is a radioactive transuranic chemical element with symbol Am and atomic number 95. This member of the actinide series is located in the periodic table under the lanthanide element europium, and thus by analogy was named after the Americas. Americium was first produced in 1944 by the group of Glenn T.Seaborg from Berkeley, California, at the metallurgical laboratory of University of Chicago.",Am,9,10,9,7,"[2, 8, 18, 32, 25, 8, 2]",1s2 2s2 2p6 3s2 3p6 4s2 3d10 4p6 5s2 4d10 5p6 6s2 4f14 5d10 6p6 7s2 5f7,[Rn] 5f7 7s2,9.93,1.13,[578],545cf2,f,A small disc of Am-241 under the microscope.,https://upload.wikimedia.org/wikipedia/commons/e/ee/Americium_microscope.jpg,"Bionerd, CC BY 3.0 <https://creativecommons.org/licenses/by/3.0>, via Wikimedia Commons"
